macrorep,simulator,budget,comparison,delta_coverage,delta_coverage_interval,delta_width,delta_interval_score,delta_mean_group_coverage_gap,delta_worst_group_coverage_gap
2,raised_floor_gauss,250,plugin_sd_nw_minus_fixed,0.0050000000000000044,0.0030000000000000027,-0.08092475354488737,0.20281294767945024,0.015,0.0
2,raised_floor_gauss,250,oracle_minus_fixed,0.0,-0.0020000000000000018,0.04159378367556554,-0.24900751906247676,-0.0400000000000001,-0.09000000000000011
2,raised_floor_gauss,500,plugin_sd_nw_minus_oracle,-0.017000000000000015,-0.018000000000000016,-0.17660618479775225,0.45399438116854407,0.055,0.14
2,raised_floor_gauss,500,plugin_sd_nw_minus_fixed,-0.031000000000000028,-0.028000000000000025,-0.26509715611662577,0.29207887706408897,0.051000000000000004,0.1099999999999999
2,raised_floor_gauss,500,oracle_minus_fixed,-0.014000000000000012,-0.010000000000000009,-0.08849097131887351,-0.1619155041044551,-0.003999999999999997,-0.030000000000000096
2,raised_floor_gauss,1000,plugin_sd_nw_minus_oracle,0.0,-0.0010000000000000009,-0.13921655473167815,0.2916039712042462,0.047999999999999904,0.1
2,raised_floor_gauss,1000,plugin_sd_nw_minus_fixed,-0.0010000000000000009,0.0020000000000000018,-0.10587551996791289,0.11481053247792916,0.0209999999999999,0.0500000000000001
2,raised_floor_gauss,1000,oracle_minus_fixed,-0.0010000000000000009,0.0030000000000000027,0.033341034763765265,-0.17679343872631703,-0.027,-0.049999999999999906
2,raised_floor_t3,100,plugin_sd_nw_minus_oracle,-0.007000000000000006,-0.007000000000000006,-0.1004852575642341,0.4029261203366632,0.053,0.11
2,raised_floor_t3,100,plugin_sd_nw_minus_fixed,-0.008000000000000007,-0.01200000000000001,-0.3099594616262047,0.05948210438294321,0.020000000000000004,-0.01999999999999999
2,raised_floor_t3,100,oracle_minus_fixed,-0.0010000000000000009,-0.0050000000000000044,-0.2094742040619706,-0.34344401595372,-0.032999999999999995,-0.13
2,raised_floor_t3,250,plugin_sd_nw_minus_oracle,-0.0020000000000000018,-0.0020000000000000018,-0.13401938074208353,0.2404428029310095,0.025999999999999898,0.05
2,raised_floor_t3,250,plugin_sd_nw_minus_fixed,-0.0040000000000000036,-0.0020000000000000018,-0.3295756995742467,-0.01545597027391743,-9.71445146547012e-17,0.010000000000000009
2,raised_floor_t3,250,oracle_minus_fixed,-0.0020000000000000018,0.0,-0.19555631883216318,-0.25589877320492693,-0.025999999999999995,-0.039999999999999994
2,raised_floor_t3,500,plugin_sd_nw_minus_oracle,0.0010000000000000009,0.0030000000000000027,-0.09319760284615386,0.11986748469692365,0.020999999999999998,0.0
2,raised_floor_t3,500,plugin_sd_nw_minus_fixed,0.0030000000000000027,0.0020000000000000018,-0.3555338229866518,-0.1811959782348378,-0.015000000000000006,-0.009999999999999995
2,raised_floor_t3,500,oracle_minus_fixed,0.0020000000000000018,-0.0010000000000000009,-0.26233622014049796,-0.30106346293176145,-0.036000000000000004,-0.009999999999999995
2,raised_floor_t3,1000,plugin_sd_nw_minus_oracle,0.008000000000000007,0.007000000000000006,-0.0626466564935999,0.057442055763269106,-0.001999999999999995,0.009999999999999995
