macrorep,simulator,budget,comparison,delta_max_pairwise_score_ks,delta_mean_pairwise_score_ks,delta_bin_mean_score_range
2,raised_floor_gauss,100,plugin_sd_nw_minus_fixed,0.08000000000000007,0.0357777777777778,-0.03025792334130195
2,raised_floor_gauss,100,oracle_minus_fixed,-0.37999999999999995,-0.16666666666666666,-0.13311025444622704
2,raised_floor_gauss,250,plugin_sd_nw_minus_oracle,0.4,0.15466666666666656,0.08518791446054624
2,raised_floor_gauss,250,plugin_sd_nw_minus_fixed,0.18000000000000005,0.06844444444444434,-0.017441856343487522
2,raised_floor_gauss,250,oracle_minus_fixed,-0.21999999999999997,-0.08622222222222223,-0.10262977080403377
2,raised_floor_gauss,500,plugin_sd_nw_minus_oracle,0.27,0.10933333333333331,0.06337934415911092
2,raised_floor_gauss,500,plugin_sd_nw_minus_fixed,0.06000000000000005,0.014000000000000012,-0.03057351428689825
2,raised_floor_gauss,500,oracle_minus_fixed,-0.20999999999999996,-0.0953333333333333,-0.09395285844600917
2,raised_floor_gauss,1000,plugin_sd_nw_minus_oracle,0.23000000000000004,0.08377777777777781,0.06297210093531838
2,raised_floor_gauss,1000,plugin_sd_nw_minus_fixed,-0.07999999999999996,-0.02822222222222215,-0.05139319505277387
2,raised_floor_gauss,1000,oracle_minus_fixed,-0.31,-0.11199999999999996,-0.11436529598809225
2,raised_floor_t3,100,plugin_sd_nw_minus_oracle,0.41000000000000003,0.18933333333333335,0.0986073815360174
2,raised_floor_t3,100,plugin_sd_nw_minus_fixed,0.12,0.05466666666666664,-0.010738413092935217
2,raised_floor_t3,100,oracle_minus_fixed,-0.29000000000000004,-0.1346666666666667,-0.10934579462895262
2,raised_floor_t3,250,plugin_sd_nw_minus_oracle,0.10000000000000003,0.08266666666666664,0.05924645747163455
2,raised_floor_t3,250,plugin_sd_nw_minus_fixed,-0.1399999999999999,-0.04444444444444445,-0.09155563475508322
2,raised_floor_t3,250,oracle_minus_fixed,-0.23999999999999994,-0.1271111111111111,-0.15080209222671775
2,raised_floor_t3,500,plugin_sd_nw_minus_oracle,0.13000000000000006,0.04733333333333334,0.029823111016693438
2,raised_floor_t3,500,plugin_sd_nw_minus_fixed,-0.17999999999999994,-0.10399999999999998,-0.11843271941542394
2,raised_floor_t3,500,oracle_minus_fixed,-0.31,-0.15133333333333332,-0.14825583043211737
2,raised_floor_t3,1000,plugin_sd_nw_minus_oracle,0.13000000000000006,0.0542222222222222,0.02770153725553101
2,raised_floor_t3,1000,plugin_sd_nw_minus_fixed,-0.1499999999999999,-0.08177777777777773,-0.11348027418005793
2,raised_floor_t3,1000,oracle_minus_fixed,-0.27999999999999997,-0.13599999999999993,-0.14118181143558894
3,mm1_sojourn,100,plugin_sd_nw_minus_oracle,0.19999999999999996,0.060666666666666674,0.026977200119597394
3,mm1_sojourn,100,plugin_sd_nw_minus_fixed,0.19999999999999996,0.04422222222222222,0.011476450695340562
3,mm1_sojourn,100,oracle_minus_fixed,0.0,-0.016444444444444456,-0.015500749424256832
3,mm1_sojourn,250,plugin_sd_nw_minus_oracle,0.10999999999999999,0.03466666666666661,0.02743562517527688
3,mm1_sojourn,250,plugin_sd_nw_minus_fixed,0.06999999999999998,0.000222222222222207,0.013384841229227257
3,mm1_sojourn,250,oracle_minus_fixed,-0.04000000000000001,-0.0344444444444444,-0.014050783946049625
3,mm1_sojourn,500,plugin_sd_nw_minus_oracle,0.03999999999999998,0.01755555555555556,0.013034398929852517
3,mm1_sojourn,500,plugin_sd_nw_minus_fixed,0.07,0.0077777777777778,-0.005340231093096115
3,mm1_sojourn,500,oracle_minus_fixed,0.030000000000000027,-0.00977777777777776,-0.018374630022948632
3,mm1_sojourn,1000,plugin_sd_nw_minus_oracle,0.10000000000000003,0.03711111111111112,0.01865890266601619
3,mm1_sojourn,1000,plugin_sd_nw_minus_fixed,0.10000000000000003,0.03333333333333334,0.004181741372761727
