seed,dgp,arm,cov,size,ncomp,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
20261006,hetero_gauss,pcp_scaled,0.8910,2.9964,4.186,0.8877,0.9343,0.9433,0.8610,0.8157,0.9200,0.9104,0.9306,0.8894,0.8168
20261007,hetero_gauss,ET,0.8945,2.3059,1.000,0.7886,0.8374,0.8964,0.9350,0.9808,0.9758,0.8818,0.8872,0.8864,0.8571
20261007,hetero_gauss,pcp,0.9170,3.0001,2.627,0.7429,0.8818,0.9534,0.9950,1.0000,1.0000,0.9951,0.9436,0.8636,0.7704
20261007,hetero_gauss,pcp_scaled,0.9265,3.0757,2.620,0.8686,0.9163,0.9430,0.9700,0.9615,0.9469,0.9360,0.9128,0.9045,0.8980
20261008,hetero_gauss,ET,0.8980,2.5776,1.000,0.8934,0.8797,0.8693,0.8916,0.9552,0.9754,0.8950,0.8804,0.9231,0.8227
20261008,hetero_gauss,pcp,0.9065,2.9843,3.083,0.7411,0.8589,0.9548,0.9901,0.9900,1.0000,0.9700,0.9674,0.8757,0.7241
20261008,hetero_gauss,pcp_scaled,0.9000,3.1575,4.342,0.8883,0.8921,0.9296,0.9064,0.8806,0.8522,0.9500,0.9402,0.9290,0.8424
20261009,hetero_gauss,ET,0.9110,2.6236,1.000,0.8939,0.8685,0.9216,0.8722,0.9833,0.9888,0.8841,0.9196,0.8750,0.9206
20261009,hetero_gauss,pcp,0.9135,3.0910,2.842,0.8081,0.8404,0.9706,0.9778,1.0000,1.0000,0.9957,0.9347,0.8250,0.8037
20261009,hetero_gauss,pcp_scaled,0.9120,3.0750,2.958,0.8838,0.8685,0.9314,0.9167,0.9667,0.9609,0.9485,0.9246,0.8400,0.8879
20261010,hetero_gauss,ET,0.9000,2.5071,1.000,0.8195,0.8584,0.8736,0.9069,0.9912,0.9583,0.8684,0.9100,0.9536,0.8503
20261010,hetero_gauss,pcp,0.9045,2.8881,2.616,0.7463,0.8584,0.8901,1.0000,1.0000,1.0000,0.9684,0.9550,0.9124,0.7005
20261010,hetero_gauss,pcp_scaled,0.8870,2.8597,3.765,0.8049,0.8539,0.8571,0.9363,0.9604,0.8750,0.8895,0.9350,0.9227,0.8235
20261011,hetero_gauss,ET,0.8900,2.3741,1.000,0.8214,0.9086,0.7957,0.9355,0.9902,0.9801,0.8916,0.9096,0.7721,0.8912
20261011,hetero_gauss,pcp,0.8815,2.6553,3.451,0.6990,0.8629,0.8763,0.9724,1.0000,1.0000,0.9704,0.9309,0.8372,0.6477
20261011,hetero_gauss,pcp_scaled,0.8960,2.8044,3.954,0.8776,0.9239,0.8495,0.9217,0.9510,0.9254,0.9064,0.8883,0.8605,0.8497
20261012,hetero_gauss,ET,0.9095,2.5317,1.000,0.9014,0.7551,0.8792,0.9515,0.9788,0.9557,0.9167,0.8967,0.9463,0.9119
20261012,hetero_gauss,pcp,0.9035,2.9110,3.131,0.6995,0.8316,0.9372,0.9903,1.0000,1.0000,0.9755,0.9565,0.9317,0.7202
20261012,hetero_gauss,pcp_scaled,0.9130,3.0169,3.477,0.8685,0.8520,0.9227,0.9369,0.9259,0.9360,0.9118,0.9239,0.9659,0.8860
20261013,hetero_gauss,ET,0.8780,2.4088,1.000,0.8543,0.7589,0.8732,0.8701,0.9626,0.9581,0.9200,0.8744,0.8485,0.8824
20261013,hetero_gauss,pcp,0.9050,2.9584,2.905,0.7085,0.8214,0.9366,0.9718,1.0000,1.0000,0.9900,0.9581,0.8687,0.8186
20261013,hetero_gauss,pcp_scaled,0.9015,3.0391,4.027,0.8894,0.8661,0.8878,0.9040,0.8984,0.8901,0.9400,0.9349,0.8889,0.9167
20261014,hetero_gauss,ET,0.8900,2.4218,1.000,0.8778,0.8558,0.9082,0.8535,0.9800,0.9791,0.9358,0.9036,0.8384,0.7794
20261014,hetero_gauss,pcp,0.8865,2.9495,3.422,0.7240,0.8365,0.9337,0.9949,1.0000,1.0000,0.9840,0.9645,0.8434,0.6225
20261014,hetero_gauss,pcp_scaled,0.9005,3.0981,4.192,0.8778,0.8702,0.9082,0.9343,0.9600,0.9162,0.9412,0.9289,0.8939,0.7843
20261015,hetero_gauss,ET,0.9000,2.4390,1.000,0.8505,0.8378,0.8531,0.9266,0.9628,0.9689,0.9396,0.8800,0.8942,0.8844
20261015,hetero_gauss,pcp,0.8920,2.8312,2.936,0.7196,0.7838,0.9242,0.9817,1.0000,1.0000,0.9835,0.9029,0.8654,0.7588
20261015,hetero_gauss,pcp_scaled,0.9145,3.0130,2.611,0.8364,0.8595,0.8957,0.9174,0.9628,0.9793,0.9615,0.8971,0.9183,0.9196
20261016,hetero_gauss,ET,0.8880,2.3852,1.000,0.7738,0.8482,0.8828,0.9432,0.9724,0.9709,0.8462,0.9453,0.7602,0.9124
20261016,hetero_gauss,pcp,0.8975,2.7670,3.179,0.6548,0.8482,0.9874,0.9825,1.0000,1.0000,0.9795,0.9652,0.7959,0.6907
20261016,hetero_gauss,pcp_scaled,0.8985,2.9553,4.391,0.7917,0.9058,0.9623,0.9432,0.9006,0.8689,0.9231,0.9502,0.8316,0.8711
20261017,hetero_gauss,ET,0.9035,2.5214,1.000,0.7489,0.9243,0.9238,0.9293,0.9672,0.9657,0.8907,0.9148,0.9171,0.8817
20261017,hetero_gauss,pcp,0.9230,2.9813,2.685,0.7532,0.8973,0.9571,0.9949,1.0000,1.0000,0.9836,0.9552,0.8964,0.8172
20261017,hetero_gauss,pcp_scaled,0.9230,2.9460,2.663,0.8000,0.9081,0.9476,0.9596,0.9781,0.9657,0.9071,0.9417,0.9223,0.9194
20261018,hetero_gauss,ET,0.8995,2.4328,1.000,0.8744,0.8299,0.8830,0.9138,0.9763,0.9789,0.9065,0.9073,0.9143,0.8143
20261018,hetero_gauss,pcp,0.8850,2.7298,3.539,0.7053,0.8247,0.9149,0.9713,0.9953,0.9947,0.9919,0.9415,0.7714,0.7238
20261018,hetero_gauss,pcp_scaled,0.9195,3.0491,2.780,0.8454,0.8918,0.9149,0.9540,0.9479,0.9526,0.9715,0.9366,0.9029,0.8714
20261019,hetero_gauss,ET,0.8880,2.4368,1.000,0.8702,0.9319,0.7903,0.8593,0.9711,0.9619,0.9037,0.9257,0.8785,0.8209
20261019,hetero_gauss,pcp,0.9070,2.9225,3.389,0.7356,0.8639,0.9113,0.9950,1.0000,1.0000,0.9840,0.9505,0.8950,0.7512
20261019,hetero_gauss,pcp_scaled,0.8965,2.9549,3.942,0.8413,0.9058,0.8589,0.9246,0.9017,0.9429,0.9251,0.9059,0.9171,0.8557
20261020,hetero_gauss,ET,0.9285,2.6449,1.000,0.8767,0.9095,0.9239,0.9353,0.9905,0.9770,0.9128,0.9103,0.9130,0.9326
20261020,hetero_gauss,pcp,0.9010,2.9655,3.186,0.6941,0.8794,0.9543,1.0000,1.0000,1.0000,0.9651,0.9193,0.8913,0.6966
20261020,hetero_gauss,pcp_scaled,0.9130,3.1110,4.061,0.8402,0.9196,0.9188,0.9403,0.9667,0.9493,0.9244,0.8744,0.9239,0.8764
20261021,hetero_gauss,ET,0.9295,2.7220,1.000,0.9497,0.9384,0.9342,0.9585,0.9948,0.9653,0.8723,0.8716,0.9053,0.9040
20261021,hetero_gauss,pcp,0.9200,3.1830,2.821,0.7437,0.9336,0.9737,0.9948,1.0000,1.0000,0.9894,0.9495,0.8632,0.7232
20261021,hetero_gauss,pcp_scaled,0.8905,3.2680,4.138,0.8693,0.9431,0.9474,0.9223,0.9021,0.7723,0.8723,0.9037,0.8842,0.8757
20261022,hetero_gauss,ET,0.9275,2.6958,1.000,0.9069,0.9403,0.8872,0.8942,0.9848,0.9899,0.9563,0.9101,0.9234,0.8861
20261022,hetero_gauss,pcp,0.9210,2.9943,2.488,0.7353,0.9154,0.9385,0.9712,0.9949,1.0000,1.0000,0.9312,0.9099,0.8267
20261022,hetero_gauss,pcp_scaled,0.9355,3.1335,2.195,0.8725,0.9403,0.9333,0.9279,0.9646,0.9848,0.9672,0.9153,0.9324,0.9208
20261023,hetero_gauss,ET,0.8930,2.3259,1.000,0.8357,0.8883,0.8961,0.9420,0.9319,0.9385,0.8827,0.9289,0.8649,0.8103
20261023,hetero_gauss,pcp,0.9115,2.9684,3.019,0.7277,0.9036,0.9610,0.9855,1.0000,1.0000,1.0000,0.9810,0.8757,0.6494
20261023,hetero_gauss,pcp_scaled,0.8935,2.9104,4.533,0.8310,0.9137,0.8961,0.9469,0.8901,0.8872,0.9592,0.9479,0.9027,0.7414
20261024,hetero_gauss,ET,0.8735,2.5189,1.000,0.8333,0.8214,0.8915,0.8471,0.9808,0.9626,0.8558,0.8402,0.8194,0.8815
20261024,hetero_gauss,pcp,0.9125,2.9750,3.036,0.7374,0.8724,0.9387,0.9765,1.0000,1.0000,0.9904,0.9433,0.8750,0.8057
20261024,hetero_gauss,pcp_scaled,0.9100,3.1504,3.564,0.8939,0.9031,0.8962,0.9000,0.9663,0.9037,0.9087,0.9072,0.9167,0.9005
20261025,hetero_gauss,ET,0.9135,2.5795,1.000,0.9122,0.8969,0.9188,0.8894,0.9890,0.9904,0.8667,0.9415,0.8927,0.8500
20261025,hetero_gauss,pcp,0.9120,3.0097,2.611,0.6976,0.8969,0.9746,0.9799,1.0000,1.0000,0.9810,0.9708,0.8878,0.7500
20261025,hetero_gauss,pcp_scaled,0.9225,3.0694,2.699,0.8537,0.9327,0.9645,0.8995,0.9835,0.9808,0.9286,0.9298,0.9171,0.8400
20261026,hetero_gauss,ET,0.9185,2.7768,1.000,0.9323,0.8641,0.9030,0.9116,0.9810,0.9843,0.9550,0.9250,0.8687,0.8595
20261026,hetero_gauss,pcp,0.9115,3.1250,2.817,0.7917,0.8592,0.9409,0.9890,1.0000,1.0000,0.9800,0.9650,0.8182,0.7568
20261026,hetero_gauss,pcp_scaled,0.8870,3.0496,4.580,0.9271,0.8592,0.9114,0.9282,0.9333,0.8534,0.9000,0.9000,0.7980,0.8541
20261027,hetero_gauss,ET,0.8620,2.4024,1.000,0.8453,0.8362,0.7751,0.8447,0.9381,0.9751,0.9053,0.8141,0.9034,0.7990
20261027,hetero_gauss,pcp,0.8885,2.8285,3.139,0.7569,0.8578,0.9330,0.9954,1.0000,0.9950,0.9842,0.9045,0.8523,0.5879
20261027,hetero_gauss,pcp_scaled,0.8775,3.1118,4.441,0.8895,0.8966,0.8947,0.8858,0.8247,0.9005,0.9000,0.8693,0.8977,0.8141
20261028,hetero_gauss,ET,0.9030,2.6236,1.000,0.9316,0.8837,0.8400,0.8780,0.9671,0.9954,0.8836,0.8736,0.8842,0.8788
20261028,hetero_gauss,pcp,0.9125,2.9165,3.091,0.7737,0.8884,0.9350,0.9756,1.0000,1.0000,0.9630,0.9066,0.8737,0.7879
20261028,hetero_gauss,pcp_scaled,0.8695,2.9887,4.833,0.8789,0.9256,0.8700,0.8537,0.8592,0.8486,0.8836,0.8187,0.8842,0.8687
20261029,hetero_gauss,ET,0.9185,2.8636,1.000,0.9505,0.8687,0.9275,0.8593,0.9846,0.9858,0.8737,0.8831,0.8927,0.9557
20261029,hetero_gauss,pcp,0.8910,2.8026,3.555,0.7178,0.7929,0.9378,0.9598,1.0000,1.0000,0.9316,0.9481,0.8927,0.7241
20261029,hetero_gauss,pcp_scaled,0.9070,3.1390,3.702,0.9010,0.8636,0.9223,0.8794,0.9385,0.9434,0.8684,0.9264,0.9379,0.8867
20261030,hetero_gauss,ET,0.9045,2.5157,1.000,0.9261,0.8990,0.8209,0.8922,0.9827,1.0000,0.9091,0.9455,0.8146,0.8687
20261030,hetero_gauss,pcp,0.8920,2.7404,3.661,0.6897,0.8737,0.8856,0.9755,1.0000,1.0000,0.9904,0.9545,0.8341,0.7273
20261030,hetero_gauss,pcp_scaled,0.8925,2.8791,4.623,0.8719,0.9091,0.8358,0.9216,0.9017,0.9206,0.9282,0.9227,0.8634,0.8485
20261031,hetero_gauss,ET,0.8940,2.4469,1.000,0.8756,0.8683,0.8852,0.9073,0.9840,0.9796,0.8774,0.8679,0.8256,0.8774
20261031,hetero_gauss,pcp,0.8935,2.8710,3.554,0.7202,0.8585,0.9235,0.9756,1.0000,0.9949,0.9623,0.9292,0.8718,0.7075
20261031,hetero_gauss,pcp_scaled,0.9165,3.1222,3.857,0.8860,0.9268,0.9126,0.9268,0.9679,0.9286,0.9104,0.9009,0.9128,0.8962
20261032,hetero_gauss,ET,0.9260,2.7143,1.000,0.9064,0.9330,0.9146,0.9337,0.9709,0.9741,0.8939,0.9095,0.9259,0.8978
20261032,hetero_gauss,pcp,0.9040,2.9456,3.241,0.6946,0.9018,0.9497,0.9945,1.0000,1.0000,0.9697,0.9593,0.8783,0.6828
20261032,hetero_gauss,pcp_scaled,0.9005,3.0507,3.945,0.8768,0.9152,0.8995,0.9503,0.8981,0.9171,0.8990,0.9095,0.8995,0.8387
20261033,hetero_gauss,ET,0.8675,2.2626,1.000,0.8579,0.8534,0.8626,0.8444,0.9732,0.9521,0.9026,0.8150,0.7861,0.8216
20261033,hetero_gauss,pcp,0.8605,2.5934,3.106,0.6497,0.8377,0.9147,0.9667,1.0000,1.0000,0.9795,0.8800,0.7313,0.6573
20261033,hetero_gauss,pcp_scaled,0.8645,2.7278,3.889,0.7970,0.8953,0.8910,0.8611,0.9018,0.9255,0.9282,0.8400,0.7761,0.8310
20261034,hetero_gauss,ET,0.9045,2.3546,1.000,0.8571,0.7778,0.8432,0.9141,0.9865,0.9695,0.9455,0.9333,0.8791,0.9111
20261034,hetero_gauss,pcp,0.9050,2.6634,3.385,0.7347,0.8556,0.9243,0.9899,1.0000,1.0000,1.0000,0.9556,0.8419,0.7111
20261034,hetero_gauss,pcp_scaled,0.8885,2.6950,4.846,0.8265,0.8556,0.8865,0.9293,0.9144,0.8832,0.9653,0.9022,0.8651,0.8444
20261035,hetero_gauss,ET,0.8615,2.2858,1.000,0.8636,0.8651,0.8396,0.7981,0.9735,0.9674,0.8713,0.8054,0.8011,0.8474
20261035,hetero_gauss,pcp,0.8875,2.7073,3.393,0.6515,0.8419,0.9340,0.9567,1.0000,1.0000,0.9752,0.9140,0.8398,0.7579
20261035,hetero_gauss,pcp_scaled,0.8885,2.9368,4.441,0.8636,0.9070,0.9292,0.8654,0.9206,0.8478,0.8960,0.9050,0.8729,0.8684
20261036,hetero_gauss,ET,0.8695,2.4424,1.000,0.8205,0.8517,0.8528,0.8293,0.9672,0.9744,0.8213,0.9133,0.8098,0.8702
20261036,hetero_gauss,pcp,0.8635,2.7460,3.765,0.6513,0.7464,0.9442,0.9610,1.0000,1.0000,0.9614,0.9031,0.7756,0.7115
20261036,hetero_gauss,pcp_scaled,0.8440,2.9945,5.348,0.8000,0.8325,0.8883,0.8927,0.8251,0.6974,0.8986,0.8622,0.8439,0.8894
20261037,hetero_gauss,ET,0.8720,2.3178,1.000,0.9158,0.8190,0.9043,0.8297,0.9375,0.9622,0.8093,0.8621,0.8700,0.8238
20261037,hetero_gauss,pcp,0.9165,3.0439,3.027,0.7895,0.8714,0.9468,0.9825,1.0000,1.0000,0.9742,0.9557,0.8600,0.7720
20261037,hetero_gauss,pcp_scaled,0.8915,3.1190,4.483,0.9053,0.8857,0.8936,0.8952,0.8894,0.8811,0.8660,0.9064,0.9150,0.8756
20261038,hetero_gauss,ET,0.9035,2.6332,1.000,0.8371,0.7707,0.9202,0.8860,0.9738,0.9951,0.9406,0.9140,0.9144,0.8932
20261038,hetero_gauss,pcp,0.8980,2.8506,2.913,0.7376,0.8439,0.9309,0.9741,1.0000,1.0000,0.9909,0.9086,0.8717,0.7427
20261038,hetero_gauss,pcp_scaled,0.9125,3.1095,2.544,0.8733,0.8683,0.9202,0.8860,0.9634,0.9755,0.9635,0.8978,0.9144,0.8641
20261039,hetero_gauss,ET,0.8955,2.4339,1.000,0.9194,0.8557,0.8791,0.9241,0.9700,0.9769,0.9211,0.8558,0.8098,0.8398
20261039,hetero_gauss,pcp,0.9075,2.9066,3.106,0.7251,0.8814,0.9581,0.9873,1.0000,1.0000,0.9789,0.9442,0.8098,0.7735
20261039,hetero_gauss,pcp_scaled,0.9185,3.0823,2.893,0.9336,0.9124,0.9395,0.9451,0.9300,0.9538,0.9316,0.9302,0.8315,0.8619
20261040,hetero_gauss,ET,0.8960,2.3983,1.000,0.8853,0.8469,0.8283,0.9297,0.9701,0.9890,0.9016,0.8438,0.8768,0.8844
20261040,hetero_gauss,pcp,0.9320,3.2062,2.559,0.8257,0.9031,0.9495,0.9892,1.0000,1.0000,0.9896,0.9531,0.9113,0.8090
20261040,hetero_gauss,pcp_scaled,0.9100,2.9745,4.014,0.8807,0.8929,0.8838,0.9514,0.9188,0.9505,0.9223,0.9010,0.9015,0.9045
20261041,hetero_gauss,ET,0.8975,2.6369,1.000,0.9213,0.8615,0.7442,0.8895,0.9304,0.9902,0.9286,0.9474,0.8915,0.8768
20261041,hetero_gauss,pcp,0.9310,3.1712,2.477,0.8090,0.9077,0.9023,0.9942,1.0000,1.0000,1.0000,0.9761,0.9292,0.7833
20261041,hetero_gauss,pcp_scaled,0.9220,3.1191,2.692,0.8989,0.9231,0.8465,0.8779,0.9565,0.9755,0.9505,0.9569,0.9340,0.8916
20261042,hetero_gauss,ET,0.9200,2.3754,1.000,0.8535,0.8478,0.9104,0.9167,0.9858,0.9766,0.9423,0.9388,0.9096,0.9016
20261042,hetero_gauss,pcp,0.9255,2.8571,2.606,0.7626,0.9293,0.9751,0.9815,1.0000,1.0000,0.9856,0.9235,0.8670,0.7978
20261042,hetero_gauss,pcp_scaled,0.9105,2.7710,3.862,0.8687,0.9239,0.9254,0.8843,0.9340,0.9533,0.9327,0.8776,0.8830,0.9180
20261043,hetero_gauss,ET,0.8920,2.4293,1.000,0.8901,0.9015,0.9070,0.8578,0.9709,0.9375,0.9375,0.9227,0.7405,0.8522
20261043,hetero_gauss,pcp,0.8950,2.8758,3.432,0.7435,0.9015,0.9395,0.9763,0.9942,1.0000,1.0000,0.9318,0.7568,0.6946
20261043,hetero_gauss,pcp_scaled,0.8905,3.0066,4.599,0.9005,0.9261,0.8930,0.8957,0.8953,0.8958,0.9519,0.9136,0.8108,0.8128
20261044,hetero_gauss,ET,0.9105,2.6163,1.000,0.8738,0.9024,0.9150,0.8798,0.9818,0.9568,0.8939,0.8952,0.9058,0.8989
20261044,hetero_gauss,pcp,0.9230,3.1691,2.997,0.7430,0.8585,0.9750,0.9856,1.0000,1.0000,0.9888,0.9619,0.9215,0.8032
20261044,hetero_gauss,pcp_scaled,0.9020,3.1248,4.356,0.8551,0.8439,0.9250,0.8894,0.9500,0.8865,0.9274,0.9238,0.9110,0.9096
20261045,hetero_gauss,ET,0.8970,2.4144,1.000,0.8586,0.8724,0.9119,0.9221,0.9703,0.9745,0.9600,0.8415,0.8195,0.8325
20261045,hetero_gauss,pcp,0.8695,2.6760,3.881,0.6492,0.8010,0.9378,0.9697,1.0000,0.9949,0.9950,0.9344,0.7854,0.6158
20261045,hetero_gauss,pcp_scaled,0.9080,3.0629,3.648,0.8482,0.9235,0.9482,0.9307,0.9455,0.9031,0.9700,0.9235,0.8780,0.8079
20261046,hetero_gauss,ET,0.8990,2.5231,1.000,0.8611,0.8804,0.9369,0.8977,0.9888,0.9816,0.8944,0.9086,0.8173,0.8316
20261046,hetero_gauss,pcp,0.9030,2.9320,2.756,0.7407,0.8565,0.9466,1.0000,1.0000,1.0000,0.9778,0.9371,0.8462,0.7449
20261046,hetero_gauss,pcp_scaled,0.8900,2.9253,3.887,0.8380,0.9091,0.9175,0.9395,0.8933,0.8571,0.9333,0.9314,0.8654,0.8265
20261047,hetero_gauss,ET,0.9125,2.5356,1.000,0.9227,0.8588,0.9235,0.8522,0.9757,0.9858,0.9412,0.8647,0.9101,0.8871
20261047,hetero_gauss,pcp,0.9115,2.8785,3.462,0.6856,0.8249,0.9541,0.9783,1.0000,1.0000,1.0000,0.9614,0.8995,0.7634
20261047,hetero_gauss,pcp_scaled,0.9025,3.0487,4.592,0.8866,0.8644,0.9337,0.9043,0.8301,0.9147,0.9510,0.9324,0.9048,0.8978
20261048,hetero_gauss,ET,0.9005,2.4604,1.000,0.9062,0.9055,0.8325,0.9276,0.9892,0.9761,0.9500,0.8235,0.8359,0.8550
20261048,hetero_gauss,pcp,0.9080,2.9050,2.724,0.7656,0.8458,0.9474,0.9864,1.0000,1.0000,0.9900,0.9519,0.8205,0.7600
20261048,hetero_gauss,pcp_scaled,0.8830,2.8109,4.120,0.8698,0.8458,0.9043,0.9005,0.9247,0.9378,0.9050,0.8449,0.8359,0.8550
20261049,hetero_gauss,ET,0.8885,2.4730,1.000,0.9103,0.8967,0.8526,0.8543,0.9791,0.9848,0.8115,0.8986,0.8750,0.8173
20261049,hetero_gauss,pcp,0.8830,2.8143,3.388,0.7040,0.9014,0.9158,0.9548,1.0000,1.0000,0.9372,0.9130,0.8490,0.6802
20261049,hetero_gauss,pcp_scaled,0.8545,2.7510,5.236,0.8117,0.9155,0.8579,0.8945,0.8482,0.8883,0.8482,0.8551,0.8698,0.7563
